year,age,sex,maritl,race,education,region,jobclass,health,health_ins,logwage,wage
2005,43,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.889,132.861
2003,58,M,Divorced,Black,HS Grad,Middle Atlantic,Information,Good,Y,4.121,61.595
2004,38,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.602,99.689
2008,23,M,Never Married,White,HS Grad,Middle Atlantic,Information,Very Good,N,4.193,66.229
2009,54,M,Divorced,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.690,108.875
2007,66,M,Married,White,Advanced Degree,Middle Atlantic,Industrial,Good,Y,4.602,99.689
2009,47,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.029,152.839
2003,35,M,Married,White,Some College,Middle Atlantic,Information,Good,N,4.342,76.894
2008,39,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.964,143.135
2005,35,M,Never Married,Black,Some College,Middle Atlantic,Information,Very Good,Y,4.830,125.204
2006,40,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.326,75.611
2006,41,M,Married,Asian,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.699,109.834
2004,40,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.176,176.990
2006,50,M,Married,Black,HS Grad,Middle Atlantic,Industrial,Good,N,4.079,59.097
2004,35,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.602,99.689
2009,43,M,Married,White,Some College,Middle Atlantic,Industrial,Good,N,4.556,95.231
2005,26,M,Never Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.653,104.922
2009,23,M,Never Married,White,HS Grad,Middle Atlantic,Information,Very Good,N,3.903,49.555
2003,61,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,N,4.875,130.982
2004,24,M,Never Married,White,College Grad,Middle Atlantic,Information,Good,Y,3.778,43.735
2006,66,M,Married,Black,Some College,Middle Atlantic,Information,Very Good,Y,4.778,118.884
2006,50,M,Widowed,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.699,109.834
2005,22,M,Never Married,White,HS Grad,Middle Atlantic,Information,Good,N,4.318,75.043
2004,62,M,Married,Black,HS Grad,Middle Atlantic,Information,Good,Y,4.519,91.699
2003,55,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.663,105.928
2004,41,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,N,4.301,73.776
2005,54,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,5.137,170.157
2009,29,M,Married,Asian,College Grad,Middle Atlantic,Industrial,Very Good,N,4.929,138.299
2004,39,M,Married,Black,HS Grad,Middle Atlantic,Industrial,Good,Y,4.623,101.824
2006,71,M,Divorced,White,College Grad,Middle Atlantic,Information,Good,N,4.477,87.981
2003,22,M,Never Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.362,78.392
2007,48,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,N,4.813,123.090
2009,35,M,Married,White,Some College,Middle Atlantic,Industrial,Good,Y,4.756,116.265
2003,46,M,Married,White,College Grad,Middle Atlantic,Industrial,Good,N,4.505,90.482
2003,51,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Good,Y,4.699,109.834
2005,55,M,Married,White,HS Grad,Middle Atlantic,Information,Good,Y,4.653,104.922
2005,36,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.778,118.884
2008,57,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.544,94.073
2005,21,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.954,141.775
2006,60,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.857,128.680
2006,41,M,Never Married,Black,Some College,Middle Atlantic,Industrial,Good,N,4.301,73.776
2004,56,M,Married,White,College Grad,Middle Atlantic,Information,Good,Y,4.937,139.354
2005,32,M,Never Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.544,94.073
2003,32,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.301,73.776
2006,36,M,Divorced,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.681,107.904
2006,28,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Good,N,4.167,64.542
2009,60,M,Married,White,Advanced Degree,Middle Atlantic,Information,Good,N,4.929,138.299
2003,41,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.491,89.243
2006,55,M,Married,White,Some College,Middle Atlantic,Industrial,Good,Y,4.602,99.689
2003,36,M,Married,Black,Some College,Middle Atlantic,Industrial,Very Good,Y,4.699,109.834
2006,46,M,Never Married,Black,Some College,Middle Atlantic,Information,Very Good,Y,4.505,90.482
2008,62,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.494,89.492
2006,44,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.632,102.766
2006,36,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.778,118.884
2004,41,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,5.000,148.413
2006,22,M,Never Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.740,114.476
2008,51,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.867,129.984
2008,57,M,Married,White,< HS Grad,Middle Atlantic,Information,Good,Y,4.708,110.783
2005,55,M,Married,White,HS Grad,Middle Atlantic,Information,Good,Y,4.740,114.476
2003,36,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,5.000,148.413
2008,43,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.623,276.778
2003,38,M,Married,White,Some College,Middle Atlantic,Information,Good,N,3.176,23.953
2006,27,M,Never Married,White,Some College,Middle Atlantic,Information,Very Good,N,4.643,103.902
2007,32,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.778,118.884
2009,44,M,Never Married,White,< HS Grad,Middle Atlantic,Industrial,Good,N,4.272,71.687
2008,56,M,Married,Asian,College Grad,Middle Atlantic,Industrial,Very Good,Y,5.623,276.778
2007,38,M,Married,Black,College Grad,Middle Atlantic,Information,Very Good,Y,4.954,141.775
2003,36,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Good,N,4.602,99.689
2005,28,M,Never Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.690,108.875
2005,39,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.380,79.855
2008,42,M,Never Married,Black,HS Grad,Middle Atlantic,Information,Very Good,N,4.369,78.985
2009,51,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Good,Y,4.415,82.680
2004,55,M,Married,Black,HS Grad,Middle Atlantic,Information,Good,Y,4.494,89.492
2007,39,M,Never Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.875,130.982
2003,42,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,N,4.698,109.706
2006,33,M,Married,Black,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.763,117.147
2008,23,M,Never Married,White,HS Grad,Middle Atlantic,Information,Good,Y,4.301,73.776
2003,40,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.398,81.283
2003,40,M,Married,White,Some College,Middle Atlantic,Industrial,Good,N,4.393,80.858
2009,51,M,Married,Asian,Some College,Middle Atlantic,Industrial,Good,Y,4.681,107.904
2007,76,M,Married,Asian,College Grad,Middle Atlantic,Industrial,Good,Y,4.342,76.894
2007,57,M,Divorced,White,Advanced Degree,Middle Atlantic,Industrial,Good,Y,4.477,87.981
2003,27,M,Separated,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.556,95.231
2005,26,M,Never Married,Black,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.431,84.046
2005,25,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.602,99.689
2005,27,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.619,101.402
2004,33,M,Never Married,White,Some College,Middle Atlantic,Information,Good,Y,4.477,87.981
2003,51,M,Divorced,White,< HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.477,87.981
2005,22,M,Never Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.544,94.073
2005,47,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.854,128.200
2009,34,M,Never Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.916,136.518
2008,47,M,Divorced,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.681,107.904
2005,31,M,Never Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.813,123.090
2005,46,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.519,91.699
2006,47,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.362,78.392
2006,49,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,5.041,154.685
2003,40,M,Married,Black,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.914,136.158
2004,51,M,Married,White,< HS Grad,Middle Atlantic,Information,Very Good,Y,4.398,81.283
2008,31,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.334,76.283
2003,58,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.699,109.834
2005,48,M,Married,Black,Some College,Middle Atlantic,Industrial,Very Good,N,4.475,87.788
2004,54,M,Divorced,Black,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.845,127.116
2007,56,M,Never Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,N,5.037,154.073
2007,61,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.699,109.834
2009,32,M,Married,Asian,Advanced Degree,Middle Atlantic,Industrial,Very Good,Y,4.929,138.299
2007,60,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,N,5.104,164.647
2006,42,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.929,138.299
2003,22,M,Never Married,Asian,Some College,Middle Atlantic,Information,Very Good,N,3.806,44.978
2003,46,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.670,106.724
2005,53,M,Married,White,< HS Grad,Middle Atlantic,Information,Very Good,Y,4.740,114.476
2008,43,M,Divorced,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.301,73.776
2009,32,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.322,75.356
2009,30,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.954,141.775
2009,50,M,Never Married,Black,Advanced Degree,Middle Atlantic,Information,Good,Y,4.699,109.834
2006,40,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.627,277.799
2009,55,M,Married,White,< HS Grad,Middle Atlantic,Information,Very Good,N,4.380,79.855
2004,42,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,5.114,166.325
2004,35,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.322,75.356
2004,33,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.606,100.087
2004,33,M,Married,White,Some College,Middle Atlantic,Information,Good,Y,4.633,102.870
2003,38,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.777,118.712
2009,41,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.763,117.147
2009,42,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,N,4.816,123.500
2009,58,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,5.000,148.413
2009,45,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,N,4.342,76.894
2009,47,M,Never Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.699,109.834
2005,30,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.663,105.928
2009,34,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,5.079,160.642
2006,43,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,N,5.009,149.695
2008,58,M,Separated,White,< HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.602,99.689
2009,44,M,Married,Black,Some College,Middle Atlantic,Industrial,Good,N,4.653,104.924
2005,28,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,N,4.114,61.188
2004,46,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.663,105.928
2008,36,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.681,107.904
2007,37,M,Married,Black,HS Grad,Middle Atlantic,Information,Very Good,Y,4.260,70.815
2008,47,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,5.079,160.642
2007,56,M,Divorced,White,Some College,Middle Atlantic,Information,Very Good,N,4.602,99.689
2009,38,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.716,111.721
2007,41,M,Never Married,Black,< HS Grad,Middle Atlantic,Industrial,Very Good,N,4.322,75.356
2004,62,M,Married,White,Some College,Middle Atlantic,Information,Good,Y,4.544,94.073
2004,40,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.477,87.981
2004,44,M,Married,Asian,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.813,123.090
2007,56,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.602,99.689
2008,51,M,Married,Black,Some College,Middle Atlantic,Industrial,Very Good,N,4.342,76.894
2005,41,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,N,4.462,86.695
2005,52,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.176,176.990
2008,27,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.613,100.764
2004,52,M,Married,White,College Grad,Middle Atlantic,Industrial,Good,Y,4.740,114.476
2005,51,M,Divorced,White,HS Grad,Middle Atlantic,Industrial,Good,N,4.207,67.179
2009,51,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.380,79.855
2005,28,M,Never Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.505,90.482
2007,49,M,Never Married,White,HS Grad,Middle Atlantic,Information,Very Good,N,4.060,57.971
2007,61,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.740,114.476
2006,39,M,Married,White,HS Grad,Middle Atlantic,Information,Good,Y,4.602,99.689
2005,23,M,Never Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,N,4.494,89.492
2007,53,M,Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,Y,5.023,151.805
2004,55,M,Never Married,Asian,Some College,Middle Atlantic,Information,Very Good,Y,4.477,87.981
2005,48,M,Never Married,Black,HS Grad,Middle Atlantic,Information,Very Good,Y,4.477,87.981
2007,50,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.653,104.922
2009,31,M,Never Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,N,4.176,65.111
2007,53,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.857,128.680
2008,49,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,N,5.041,154.685
2003,49,M,Never Married,White,College Grad,Middle Atlantic,Industrial,Very Good,N,4.875,130.982
2004,43,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.792,120.589
2007,20,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.398,81.283
2008,46,M,Divorced,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.702,110.173
2005,48,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,5.025,152.217
2005,19,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.255,70.476
2004,56,M,Divorced,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.447,85.384
2003,44,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,N,4.623,101.824
2009,23,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.447,85.384
2005,42,M,Never Married,White,College Grad,Middle Atlantic,Information,Good,Y,4.623,101.824
2008,32,M,Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,N,4.778,118.884
2003,32,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.301,73.776
2003,43,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.301,73.776
2008,57,M,Never Married,Black,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.932,138.611
2008,26,M,Married,Black,Some College,Middle Atlantic,Information,Good,Y,4.699,109.834
2009,67,M,Divorced,White,Some College,Middle Atlantic,Information,Good,Y,5.021,151.591
2004,31,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.176,176.990
2006,49,M,Divorced,White,Some College,Middle Atlantic,Information,Very Good,Y,4.643,103.902
2005,29,M,Never Married,White,College Grad,Middle Atlantic,Industrial,Good,Y,4.857,128.680
2008,41,M,Married,White,Some College,Middle Atlantic,Industrial,Good,N,4.690,108.875
2006,35,M,Married,White,HS Grad,Middle Atlantic,Information,Good,Y,4.477,87.981
2009,39,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.556,95.231
2004,33,M,Separated,Black,Some College,Middle Atlantic,Information,Very Good,Y,4.591,98.599
2009,53,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.954,141.775
2009,43,M,Married,Asian,College Grad,Middle Atlantic,Information,Very Good,Y,4.813,123.090
2004,36,M,Married,White,College Grad,Middle Atlantic,Information,Good,Y,4.550,94.654
2004,38,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.000,148.413
2003,58,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.653,104.922
2004,45,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.813,123.090
2005,34,M,Never Married,Black,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.550,94.596
2007,30,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,N,4.845,127.116
2008,21,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Good,N,3.380,29.377
2003,39,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.863,129.454
2006,28,M,Never Married,Black,Some College,Middle Atlantic,Industrial,Very Good,Y,4.699,109.834
2008,54,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.602,99.689
2007,24,M,Never Married,White,Some College,Middle Atlantic,Industrial,Good,Y,4.505,90.482
2005,57,M,Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,Y,4.260,70.815
2003,48,M,Separated,Black,HS Grad,Middle Atlantic,Information,Very Good,N,4.556,95.231
2004,31,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.699,109.834
2006,47,M,Never Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.204,182.021
2004,44,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,N,5.079,160.642
2004,30,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.255,70.476
2003,41,M,Never Married,White,College Grad,Middle Atlantic,Information,Good,Y,4.875,130.982
2008,26,M,Never Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.663,105.928
